,id,date,text,tag_class,source,lang,urls
64,news-eventregistry-7916721173,2024-01-03T22:07:40Z,"Extreme cold grips Nordic countries, Russia as floods hit western Europe

COPENHAGEN, Denmark -- Europe experienced stark weather contrasts on Wednesday, with extreme cold and snowstorms disrupting transportation and closing schools in Scandinavia while strong winds and heavy rain in western Europe caused flooding and at least one death.

Temperatures fell below minus 40 degrees Fahrenheit in the Nordic region for a second day in a row Wednesday. In Kvikkjokk-Årrenjarka in Swedish Lapland, the mercury dropped to minus minus 46.5, the lowest January temperature recorded in Sweden in 25 years, Sweden's TT news agency reported.

Extremely cold temperatures, snow and gale-force winds disrupted transportation throughout the Nordic region, with several bridges closed and some train and ferry services suspended. Several schools in Scandinavia were closed.

Police across most of Denmark urged motorists to avoid unnecessary trips as wind and snow battered the northern and western parts of the country.

'The Voice' runner-up Ruby Leigh says 'It's only the beginning for me' Francis Howell school board plans to reinstate Black History, Black Literature courses after blowback Dan McLaughlin set to have a regular role as sports-talk radio co-host on 101.1 FM Tyson's shuttered southeast Missouri plant heads toward a sale How Mizzou planned to win the Cotton Bowl with a strong fourth-quarter -- and did just that Body of missing St. Louis County woman found after ex-boyfriend charged with her murder St. Louis police have crime data they won't share. Researchers call it 'embarrassing.' Leader of St. Louis-area veterans program accused of stealing more than $36K National honors, prominent closures: the year in St. Louis dining 18 best smelling men's cologne in 2023 Mizzou's local football TV ratings soar, but Cotton Bowl presents possible challenges: Media Views St. Louis teacher leaves a $2.2 million surprise donation Illinois basketball star Terrence Shannon Jr. suspended, charged with rape Seven intriguing Cardinals prospects you may not know yet but you should Mizzou signs Eli Drinkwitz to contract extension through 2028 season

The wave of cold air from Siberia and the Arctic region has also swept down over western Russia, with temperatures in Moscow and other areas plummeting to minus 30 degrees Celsius (minus 22 F), well below the average temperature for early January.

Officials in Moscow, St. Petersburg and other areas have issued orange weather warnings, cautioning residents against possible health risks.

Mild but wet and windy conditions prevailed further south, where a storm wreaked havoc in parts of western Europe.

In Britain, a driver died after a tree fell on his car in western England. Gloucestershire Police said the man died in the incident near the town of Kemble on Tuesday afternoon.

The storm, which has been named Henk by the official weather services of Britain, Ireland and the Netherlands, has caused power cuts, transport troubles, property damage and disruption across the U.K.

More than 300 flood warnings were in place across England and Wales on Wednesday, while 10,000 homes remained without power. A severe flood alert, meaning a danger to life, was announced for the River Nene in Northampton in central England. Several residents were evacuated from houseboats and caravans at the nearby Billing Aquadrome.

The U.K.'s rail network was hit by flooding and power cuts, with many operators reporting ongoing issues for the Wednesday morning commute into work.

The strongest gales in the U.K. were recorded on the Isle of Wight, just off the coast in southern England, where wind speeds reached 94 miles per hour.

In the Netherlands, police near the city of Eindhoven said strong winds may have played a role in the death of a 75-year-old man who fell off his bicycle late Tuesday as high winds lashed much of the country. The country's water authority said a small section of a dike that regulates water levels was washed away Wednesday afternoon. The water was flowing into the already swollen river Maas near the city of Maastricht. Owners of a number of houseboats were being evacuated as a precaution.

In France, heavy rains have pummeled the northern Pas-de-Calais and Nord regions since Sunday, forcing the evacuation of about 200 people and knocking out power to 10,000 households, according to local authorities.

Roadways in the town of Blendecques turned into waterways, and authorities warned residents in the areas under flood alert Wednesday to restrict their movements until water levels subside.

Hundreds of emergency workers from around France mobilized to rescue people from inundated homes and clear roads, and reinforcements of personnel and equipment came from Czechia, Slovakia, and the already-drenched Netherlands. Powerful pumps were brought in to divert up to 60,000 cubic meters of water from the worst hit towns toward the English Channel and lower water levels around the Aa River delta, the regional prefecture said in a statement.

The national weather service maintained flood and wind warnings Thursday for several regions across northern France and its borders with Belgium, Luxembourg and Germany, with more rains forecast along with winds up to 100 kph.

Parts of Germany were also grappling with flooding, which could be aggravated by more rain falling in the worst-affected northwestern state of Lower Saxony.

0 Comments Tags Dcc Wire Lee-national",,news,en,https://www.stltoday.com/news/nation-world/weather/weather-sweden-nordics-cold-snow-winter-henk-europe/article_fdf86a92-e76b-5fe7-8b86-afffbc0d375a.html
65,t-1742668187882168589,2024-01-03T22:04:07Z,"The A417 Driffield exit Nr Cirencester (Northbound) has been closed due to flooding on the A419 dual carriageway near to the Tesco roundabout, Cirencester. Highways England have been updated regarding this ongoing situation. https://t.co/ex4DXgwjpt",['flood-logistics'],twitter,en,https://twitter.com/GlosRoads/status/1742668187882168589
66,t-1742668170031136924,2024-01-03T22:04:03Z,"Flooding has led to many many water damaged cars in the U.K. 🇬🇧.

See thread below. https://t.co/1uJkYmbu1k",,twitter,en,https://twitter.com/ZimbabweFreedo1/status/1742668170031136924
67,t-1742668110883074056,2024-01-03T22:03:49Z,Our report tonight from Loughborough where the worst of the flooding has hit 👇 https://t.co/Ai9EJQYIRJ,,twitter,en,https://twitter.com/RLCotterill/status/1742668110883074056
68,t-1742667154053570780,2024-01-03T22:00:01Z,VIDEO: Wales hit by major flooding following Storm Henk https://t.co/c9MX4ko9c6,,twitter,en,https://twitter.com/WalesOnline/status/1742667154053570780
69,t-1742667077826003080,2024-01-03T21:59:43Z,"The @LeicesterCobras will be training at the @LeicesterArena tomorrow evening, 7pm to 10:30pm, 4 January:

The Morningside Arena Leicester
12 Memory Lane
Leicester
LE1 3UL

Enter via Memory Lane, please remain off court until 7pm.

Hopefully the floods will have subsided :)","['flood-logistics', 'flood-damages']",twitter,en,https://twitter.com/LeicesterCobras/status/1742667077826003080
70,t-1742666536203231463,2024-01-03T21:57:34Z,Hundreds of flood warnings after Storm Henk lashes UK https://t.co/He2oeLNnwQ via @YouTube,['flood-forecast'],twitter,en,https://twitter.com/FLATEARTHCENTER/status/1742666536203231463
71,t-1742666146581549550,2024-01-03T21:56:01Z,Lullington Rd Alfriston to Littlington remains impassable due to carriageway flooding and an Abandoned vehicle no through route to Exceat near seaford  do not ignore or move the Road closed signs @BBCSussex @seahavenfm @hailshamfm @SussexIncidents https://t.co/TZdF2RHNBl,"['flood-affected', 'flood-logistics']",twitter,en,https://twitter.com/SussexTW/status/1742666146581549550
72,t-1742665990737997977,2024-01-03T21:55:24Z,"#Shrewsbury #Floods - late afternoon at English Bridge. Peak tomorrow morning, hopefully no records (or hearts...) broken. https://t.co/OJ4NdrkjnD","['flood-logistics', 'flood-damages']",twitter,en,https://twitter.com/LiamJHogan/status/1742665990737997977
73,t-1742665726933037192,2024-01-03T21:54:21Z,"@markdennison Nope. Darts then Traitors on catch up. Great darts final to cheer us all up in flooded, soggy Radcliffe-Under-Trent.",,twitter,en,https://twitter.com/GBOutdoorFires/status/1742665726933037192
74,t-1742665597085982905,2024-01-03T21:53:50Z,"How fast are Storm Henk's winds? 😳

#storm #henk #stormhenk #wind #uk #unitedkingdom #london #england #poole #westonsupermare #shrewsbury #hathern #flood #flooding #flooded #damage #destruction #destroy #water #ocean #beach #fyp #weather #nature #clime #climeapp https://t.co/4I4wFun1Lt",,twitter,en,https://twitter.com/ClimeRadar/status/1742665597085982905
75,t-1742665537279402209,2024-01-03T21:53:35Z,I think there's a #wxmafc match at Shrewsbury planned for Sunday... not looking good. Bad flooding there.,,twitter,en,https://twitter.com/lloyddabbler/status/1742665537279402209
76,t-1742664691619446932,2024-01-03T21:50:14Z,"🚨Bad news for Sileby Town CC🚨
Unfortunately the relentless rain and flooding that we all have seen over the past few months has meant that for the first time ever our clubhouse has been breached by the flood water! Damage has been done to the clubhouse, nets &amp; maintenance shed. https://t.co/bhoPfdj0x2",,twitter,en,https://twitter.com/silebytown/status/1742664691619446932
77,t-1742664289394020522,2024-01-03T21:48:38Z,@FleecyLisa I can tell when walking my dogs.. ground which is usually ok is under water.. the roads out towards Nuneaton are also flooded,['flood-logistics'],twitter,en,https://twitter.com/Shep1967gs1967/status/1742664289394020522
78,t-1742664170569441388,2024-01-03T21:48:10Z,"Sunk by Storm Henk: Inside homes left deluged by dirty floodwater with dozens of residents forced to flee as rivers burst their banks after heavy rain and 94mph gales battered Britain
via https://t.co/SoLYFq4fjs https://t.co/i5zUUXMfVm",['flood-damages'],twitter,en,https://twitter.com/27Tawnyowl/status/1742664170569441388
79,t-1742663496767033798,2024-01-03T21:45:29Z,"Our water team is support rescue efforts this evening after properties have been affected by flooding in the Loughborough area. We are currently working alongside @leicsfirerescue &amp; @warksar
to clear properties where necessary. Please avoid the area whilst the flooding remains. https://t.co/eeqNPgsZyh",,twitter,en,https://twitter.com/LeicesterSAR/status/1742663496767033798
80,t-1742663006725480724,2024-01-03T21:43:32Z,"DEVELOPING:

Flash Flood warning for Hollywood and surrounding communities until Friday 11pm PST due to perverted celebs sweating profusely over the anticipated release of the Epstein list.

Other affected communities include:

Malibu
Whitehaven
Chappaqua
New York City
… https://t.co/HJEKvbkoCV","['flood-affected', 'flood-forecast']",twitter,en,https://twitter.com/KevinMNelsonUSA/status/1742663006725480724
81,t-1742662866711216185,2024-01-03T21:42:59Z,"@marion1_alice @reformparty_uk @TiceRichard @drdavidbull @benhabib6 @Nigel_Farage Every person who truly loves Britain would never see it destroyed in the hands of Reform and Mr BankrupTicey, their unelected leader who promises the Earth knowing he can’t fund it at all.

If you think they’ve got your interests at heart, I’ve got a lovely bridge to sell you.",,twitter,en,https://twitter.com/robbell/status/1742662866711216185
82,t-1742662833744290124,2024-01-03T21:42:51Z,Flooding has led to many many water damaged cars in the U.K. 🇬🇧. https://t.co/qRw9UR5qXx,,twitter,en,https://twitter.com/ZimbabweFreedo1/status/1742662833744290124
83,t-1742662265336406321,2024-01-03T21:40:35Z,Brutal footage of Storm Henk in the UK..!! Winds of 151 km/h and flood c... https://t.co/1SVqCH69sf via @YouTube,,twitter,en,https://twitter.com/mongorevera33/status/1742662265336406321
84,t-1742662258176729319,2024-01-03T21:40:34Z,Crazy Drivers!! || Storm Henk/UK Flooding || Vehicles vs Floods compilat... https://t.co/5bUD9VEUOG via @YouTube,,twitter,en,https://twitter.com/FLATEARTHCENTER/status/1742662258176729319
85,t-1742662072079413322,2024-01-03T21:39:49Z,"@ChrisSidwells @FactsReason We’ve got floods, it’s been pretty rough and the water table is high.

I haven’t been to Cornwall in years, I miss 5e place.

Have you ever given Pembrokeshire a go?",,twitter,en,https://twitter.com/barcodemark1/status/1742662072079413322
86,t-1742661628070633537,2024-01-03T21:38:03Z,More Fails After Storm Henk!! || UK Flooding || Vehicles vs Floods compi... https://t.co/kHif3Qa4kc via @YouTube,,twitter,en,https://twitter.com/FLATEARTHCENTER/status/1742661628070633537
87,t-1742661342216233177,2024-01-03T21:36:55Z,@TalkTV @JuliaHB1 The reason why there are more floods is that we have too many houses being built on flood plans and not enough infrastructure to cope. Get real it’s not climate change. Summer 2023 in the south East Of England was shite.,['flood-damages'],twitter,en,https://twitter.com/gypsytart65/status/1742661342216233177
88,t-1742660956763632065,2024-01-03T21:35:23Z,"This is possibly the widest part of the River Severn in Shrewsbury. And another day to go of rising water levels. 

#shrewsbury
#flood https://t.co/37mt4757b3",['flood-forecast'],twitter,en,https://twitter.com/OwainBetts/status/1742660956763632065
89,t-1742660586968674784,2024-01-03T21:33:55Z,"The River Severn isn't due to peak until Thursday afternoon. It continues to widen down the paths and roads. 

#shrewsbury
#flood https://t.co/iJ3oFNRYdD",['flood-logistics'],twitter,en,https://twitter.com/OwainBetts/status/1742660586968674784
90,t-1742660554341204433,2024-01-03T21:33:47Z,"Interesting times ahead #weather wise
 
Significant change in type

The active zonal Sly displaced #jetstream with wind/rain giving way to an amplified/meridional jet with high pressure building across UK..through depth in the atmosphere..drier..but

#Temperatures 📉..Frost/fog https://t.co/Ed2TtUiN9P",['flood-affected'],twitter,en,https://twitter.com/Petagna/status/1742660554341204433
91,t-1742660431855132869,2024-01-03T21:33:18Z,"This can't continue. Despite every PFR measure taken, we still have flood water, sewage entering our home. 27 years of flooding here in #Shrewsbury Shame on you @Conservatives @OfKawczynski for not doing anything all these years #shrewsbury #flooding #shrewsburyfloods https://t.co/miyyefyZNq",['flood-damages'],twitter,en,https://twitter.com/ConnorPR/status/1742660431855132869
92,t-1742660322824200504,2024-01-03T21:32:52Z,"@7SMR7i @DesiMonotheist @DaveAtherton20 @SadiqKhan This post shows just how backward the medieval, death cult followers are, and khan has flooded London with the likes, trying to ensure his hold on city Hall!",,twitter,en,https://twitter.com/AMan54102555/status/1742660322824200504
93,t-1742660054434689251,2024-01-03T21:31:48Z,@LubyArt Climate crisis 👀 and Shrewsbury has never flooded before 🤔,,twitter,en,https://twitter.com/AndyPearson68/status/1742660054434689251
94,news-eventregistry-7916812466,2024-01-03T21:30:22Z,"Oxford County tallies more than $5.7 million in public infrastructure damage from flood

AUGUSTA -- As estimates of the destruction from the Dec. 18 storm continue to be tallied, officials say early damage estimates in Franklin and Oxford counties have collectively topped nearly $9 million, including more than $3 million in Rumford alone.

L&A Veterans Council Chairman Jerry DeWitt surveys damage Thursday morning at Veterans Memorial Park in Lewiston. He is trying to arrange for a crane to pick up many of the benches, stones and memorials that were washed away by the Androscoggin River after Monday's storm. Russ Dillingham/Sun Journal

In Kennebec County, damage to public infrastructure has been estimated to be more than $1 million, and growing. Sean Goodwin, acting director of the Kennebec County Emergency Management Agency, said when the paperwork is filed later this month, the county estimate could reach $1.6 million.

This tally comes as representatives from the Federal Emergency Management Agency have arrived in Maine and, with Maine Emergency Management representatives, are reviewing and validating damage assessments compiled by county emergency management staff from the powerful storm that left thousands in the dark and caused the Kennebec River to breach its banks in Somerset and Kennebec counties.

Vanessa Corson, public information officer for MEMA, said Wednesday that damage estimates for all areas in the state are not yet available.

""FEMA is in Maine this week to help validate damage numbers for public assistance and individual assistance,"" Corson said via email.

According to Rachael Leighton, secretary for the Local Emergency Planning Committee, Oxford County EMA director Allyson Hill was out in the field with FEMA officials checking the damage Wednesday. Preliminary figures exclusively for public facilities and infrastructure peg the damage at more than $5.7 million countywide.

Advertisement

Rumford sustained the most damage in the county, at more than $3 million of public damage. Gould Academy in Bethel, considered a private entity, had more than $1 million in damage, largely stemming from damage to a training facility at Sunday River from a mudslide.

Franklin County was also hard hit in the December storm. According to county EMA Director Amanda Simoneau, preliminary figures topped $3.09 million. Staff are working to validate the damage.

Androscoggin County officials were not able to be reached Wednesday afternoon.

If the agencies agree that the costs of addressing storm damage are more than the state can address with its own resources, Gov. Janet Mills is expected to request a major disaster declaration from President Biden that would unlock funding for restoration efforts.

Damage reports for homes and businesses -- individual assistance -- are still being compiled and will be collected throughout January.

""We have a number of requests for assistance, but that's a little harder to figure out because of homeowners' insurance and things like that,"" Goodwin said. ""MEMA and FEMA and our people are out there today doing some of those investigations now.""

Advertisement

A pickup truck is stranded Dec. 19 on the Sunday River access road after a heavy rainstorm the day before. Andree Kehn/Sun Journal

Throughout the Kennebec River valley, a lot of personal damage is being tallied in the wake of the flood, as water filled parking lots, some with cars still parked in them and flooded both businesses and residences.

As emergency management officials are measuring the damage, cleanup efforts are underway, including fuel spills in Waterville, Winslow, Augusta, Hallowell and Gardiner, he said.

""We had some issues in Augusta with floating propane tanks,"" he said.

Related State announces online hub for flood relief; FEMA to assess damage

Last week, FEMA approved a request from MEMA to start a preliminary damage assessment, which is the first formal step in seeking a federal disaster declaration.

The Mills administration has set up the Maine Flood Resources and Assistance Hub as a central location for information, resources and help for those affected by the flood. It can be found at maine.gov/governor/mills/flood.

Staff writers Steve Sherlock and Donna Perry contributed to this report.

Related Headlines State announces online hub for flood relief; FEMA to assess damage Flooding Kennebec River leaves wake of destruction as thousands remain without power in central Maine

Invalid username/password.

Please check your email to confirm and complete your registration.

Create a commenting profile by providing an email address, password and display name. You will receive an email to complete the registration. Please note the display name will appear on screen when you participate.

Email Address Password Display Name

Already registered? Log in to join the discussion.

Only subscribers are eligible to post comments. Please subscribe or login first for digital access. Here's why.

Use the form below to reset your password. When you've submitted your account email, we will send an email with a reset code.

Email Address

Send questions/comments to the editors.

"" Previous

Oxford County arrest log: Jan. 2, 2024

Next ""

Buckfield to meet with auditors on missing documents filed under: December 2023 storm, flooding, Franklin County, kennebec county, listen, Oxford County, Rumford maine Related Stories Latest Articles",,news,en,https://www.sunjournal.com/2024/01/03/oxford-county-tallies-more-than-5-7-million-in-public-infrastructure-damage-from-flood/
95,news-eventregistry-7916802705,2024-01-03T21:30:22Z,"Kennebec County tallies more than $1 million in public infrastructure damage from flood

AUGUSTA -- As estimates of the destruction from the Dec. 18 storm continue to be tallied, officials say damage to public infrastructure has topped $1 million in Kennebec County.

Sean Goodwin, acting director of the Kennebec County Emergency Management Agency, said when the paperwork is filed later this month, the county estimate could reach $1.6 million.

The Kennebec River floods the parking lot of the Hathaway Creative Center on Water Street in Waterville on Dec. 19, following a historic storm that dumped several inches of rain across the region. State and federal agencies are assessing the financial impact from last month's storm. Rich Abrahamson/Morning Sentinel file

This tally comes as representatives from the Federal Emergency Management Agency have arrived in Maine and, with Maine Emergency Management representatives, are reviewing and validating damage assessments compiled by county emergency management staff from the powerful storm that left thousands in the dark and caused the Kennebec River to breach its banks in Somerset and Kennebec counties.

Vanessa Corson, public information officer for MEMA, said Wednesday that damage estimates for all areas in the state are not yet available.

""FEMA is in Maine this week to help validate damage numbers for public assistance and individual assistance,"" Corson said via email.

Officials in Franklin and Oxford counties say combined early damage estimates in their counties near $9 million, including more than $3 million in Rumford alone.

Advertisement

According to Rachael Leighton, secretary for the Local Emergency Planning Committee, Oxford County EMA director Allyson Hill was out in the field with FEMA officials checking the damage Wednesday. Preliminary figures exclusively for public facilities and infrastructure peg the damage at more than $5.7 million countywide.

Rumford sustained the most damage in the county, at more than $3 million of public damage. Gould Academy in Bethel, considered a private entity, had more than $1 million in damage, largely stemming from damage to a training facility at Sunday River from a mudslide.

Franklin County was also hard hit in the December storm. According to county EMA Director Amanda Simoneau, preliminary figures topped $3.09 million. Staff are working to validate the damage.

If the agencies agree that the costs of addressing storm damage are more than the state can address with its own resources, Gov. Janet Mills is expected to request a major disaster declaration from President Biden that would unlock funding for restoration efforts.

Damage reports for homes and businesses -- individual assistance -- are still being compiled and will be collected throughout January.

""We have a number of requests for assistance, but that's a little harder to figure out because of homeowners' insurance and things like that,"" Goodwin said. ""MEMA and FEMA and our people are out there today doing some of those investigations now.""

Advertisement

The flooded Kennebec River laps at the Two Cent Bridge at Head of Falls Park in Waterville on Dec. 19. The walking bridge which connects Winslow with Waterville was closed due to the flood, State and federal agencies are assessing the financial impact from last month's storm. Rich Abrahamson/Morning Sentinel file

Throughout the Kennebec River valley, a lot of personal damage is being tallied in the wake of the flood, as water filled parking lots, some with cars still parked in them and flooded both businesses and residences.

As emergency management officials are measuring the damage, cleanup efforts are underway, including fuel spills in Waterville, Winslow, Augusta, Hallowell and Gardiner, he said.

""We had some issues in Augusta with floating propane tanks,"" he said.

Related State announces online hub for flood relief; FEMA to assess damage

Last week, FEMA approved a request from MEMA to start a preliminary damage assessment, which is the first formal step in seeking a federal disaster declaration.

The Mills administration has set up the Maine Flood Resources and Assistance Hub as a central location for information, resources and help for those affected by the flood. It can be found at maine.gov/governor/mills/flood.

Androscoggin County officials were not able to be reached Wednesday afternoon.

Sun Journal staff writers Steve Sherlock and Donna Perry contributed to this report.

Related Headlines Flooding Kennebec River leaves wake of destruction as thousands remain without power in central Maine State announces online hub for flood relief; FEMA to assess damage

Invalid username/password.

Please check your email to confirm and complete your registration.

Create a commenting profile by providing an email address, password and display name. You will receive an email to complete the registration. Please note the display name will appear on screen when you participate.

Email Address Password Display Name

Already registered? Log in to join the discussion.

Only subscribers are eligible to post comments. Please subscribe or login first for digital access. Here's why.

Use the form below to reset your password. When you've submitted your account email, we will send an email with a reset code.

Email Address

Send questions/comments to the editors.

"" Previous

Jackrabbit Cafe in Biddeford closes after 'underperforming year'

Next ""

Maine woman charged in Saco shooting returned to Maine filed under: cmnews, December 2023 storm, flooding, kennebec county, listen, rumford maine Related Stories Latest Articles",,news,en,https://www.pressherald.com/2024/01/03/kennebec-county-tallies-more-than-1-million-in-public-infrastructure-damage-from-flood-2/
96,t-1742659398588072143,2024-01-03T21:29:12Z,"Hezbollah's Sayyed Hassan:
""300,000 settlers have received new psychological treatment since Al-Aqsa Flood. If you stay here, there is fear and horror, no safety or security. If you want to live, you take your bags and passports, and leave to America, Britain, and France.""",,twitter,en,https://twitter.com/RothLindberg/status/1742659398588072143
97,news-eventregistry-7916683774,2024-01-03T21:28:56Z,"Watch: Weather turning much colder but will it bring  snow?

Met Éireann and its forecasting partner Met Office expect frigidly dry weather

Weather forecasting partners in Ireland and Britain say it's all calming down going into the weekend after weeks and windy weather.

Met Éireann's forecasting partner, the Met Office, says in its 10-day trend - watch above - that much drier, calmer and colder weather is on the way with the return of frost and thick fog patches.

As for Met Éireann, it says the weather is going to turn more settled towards the end of the week with high pressure looking set to dominate. The forecaster says frost, mist and fog is also likely.

National Forecast issued by Met Éireann at 5.20pm on January 3.

Thursday: Beginning cold and bright with frost across southern counties. Sunshine and scattered heavy showers will occur through the day, the focus of which will be across Ulster, Connacht and north Leinster, some of hail with the chance of lightning and spot flooding. Rather cold; with highest temperatures of 5 to 9 degrees, all in mostly light to moderate southwest breezes.

Thursday night will be mostly dry with long clear spells. There'll be a few showers around, mainly near Atlantic coasts. Lowest temperatures of 0 to 4 degrees with light westerly winds.

Friday: Most areas look set to be dry and sunny on Friday. There'll be some showers near Atlantic coasts and these may drift further inland later in the day. Highest temperatures of 5 to 8 degrees with a light northwesterly wind.

Friday night: Most dry and clear apart from some showers near northern coasts. Lowest temperatures of -1 to 4 degrees with light northwesterly winds.

Saturday: Mainly dry with spells of sunshine and the chance of just the odd shower. Highest temperatures of 4 to 7 degrees with a light variable wind.

Mostly dry night with some clear spells. Fog will form overnight in light variable winds. Cold, with lowest temperatures of -2 to +3 degrees.

Sunday: Overnight fog looks like it may linger through much of Sunday in places as winds remain light and variable. Otherwise mainly dry with showers possible in coastal areas. Chilly with highest temperatures of just 1 to 5 degrees.

Further Outlook: The weather is likely to continue settled and cold as high pressure is expected to stick around into next week.",,news,en,https://www.leinsterexpress.ie/video/weather/1386381/watch-weather-turning-much-colder-but-will-it-bring-snow.html
98,t-1742659159286231188,2024-01-03T21:28:15Z,"10 years ago a spring high tide, low pressure and a NE wind combined to cause some flooding in Moelfre…
#Anglesey #stormsurge #flood https://t.co/jOMp565sTA",,twitter,en,https://twitter.com/TraethBychan/status/1742659159286231188
99,t-1742657544001077584,2024-01-03T21:21:50Z,"I hope that everyone remained safe and well during the rain during storm Henk.  If you were unlucky enough to have suffered internal flooding to your property please let the authorities know so actions can be planned. #Harborough #Lutterworth #Kibworth

https://t.co/5mvtDANREW",,twitter,en,https://twitter.com/darrenwoodiwiss/status/1742657544001077584
